videoId,viewsSubscriberRatio,title
ISoZKirDLwQ,0.0996182926829268,Galaxy Z Fold 2 MOUTHFUL | Snapdragon 875 WHAT!
zgdMI_HutjM,0.1390498812351543,Galaxy S7 Edge Review in 2017 is it worth it?
muilOetHtXU,0.0069926470588235,HTC Desire 601: Quick Review
R-UYslXEYPI,0.6490662525879917,Galaxy Z Flip 5 REVIEW | Adorable & Fun!
vqEHr9z_EAE,0.3257519379844961,"Ford Mustang Mach-e: Tips, Tricks & Hidden Features"
o9ogVYc4FjY,0.2247265957446808,Did Qualcomm Prank Us?
lWCfNN0zmN8,0.1207787439613526,realme GT - A Real Flagship Killer?
fOWpuII9XZY,0.0323824228028503,iPhone 7 Plus Review! [After 3 Months]
m2nIee0squE,0.185092676056338,How to make Donuts 🍩 | iJustine
8AKNlKpmOis,0.3126389548693586,New dBrand Dragon Skin vs SlickWraps Skin
fOzaKBVMvpM,0.2589723076923076,Samsung Galaxy Buds 2 | Top 5 Features !!!
-wB66m-B1fw,3.215635838150289,Base model M2 MacBook Air 9 months later - How did it hold up??
MziFeockYB0,0.1693053191489361,It was running on a PC…
sk1BowhRwj0,0.0759247058823529,Let's Play: Wavelength
Kn4Js5Qi360,0.1926365853658536,Should Samsung Ditch Android?
mw1FK74-Hu8,0.4556904761904762,Philips Hue Play HDMI Sync Box - SETUP & REVIEW! | The Tech Chap
E92TnPdDgEU,0.1127415458937198,"The Truth about the 16"" MacBook Pro: One Month Later"
QUPGE9LEq5E,2.2233771428571427,RAYCON E55 & E25 Review [Big Deal or Big Lie?] - TESTED!
qDMY_n5b348,0.4004588359788359,"iPhone 14 - The Good, the Bad and the UGLY."
IFinrl919GY,0.11924,Mivi M80 - Truly Wireless Earphones (under Rs. 3000) - Showcase
mIr_DKnIrc4,0.2721580952380952,I Replaced My Phone With An Apple Watch
eTzDrCZtOgI,0.0581116666666666,iOS 15.1 Beta 3 Released - What's New?
XIJlOYWEYYQ,0.0420365630712979,Best Productivity Apps for Mac (April 2022)
WqmoVcZrzNI,0.0298242280285035,LG V60 ThinQ Dual Screen Review 3 Months Later
089RQ3v3bh8,0.0823447802197802,Thunderbolt 3 VS Thunderbolt 4: What's Different?
n8qdEm4Zzq4,0.025617915904936,Beats Solo Buds: $80 AirPods Alternatives!
XrJ4HNVlM3s,0.197168115942029,Top 5 Best SELFIE Smartphone Cameras 2015
