videoId,viewsSubscriberRatio,title
9kxTOxDGLqs,0.2298791052631578,Galaxy S23 / Ultra Impressions: Cruise Control!
vax8FCuQUsE,0.1415503684210526,Galaxy S22 Impressions: 1 Real Downgrade!
dRtqFjYYUY0,0.1241938421052631,The In-Glass Fingerprint Reader: Explained!
KftNp6hdO5g,0.1856945263157894,Apple AirPods Review: Fully Wireless!
nDy32xoXM4o,0.3738365789473684,iPad Air 2020: The Real iPad Pro Killer!
lj7kFBz-jw4,0.4398097894736842,Apple Card Unboxing & Impressions!
JdTBIHX-r0M,0.2216667894736842,PowerBeats Pro Review: Better than AirPods!
C6Ni9rH6VmA,0.4223742105263158,The New iPad is Weird!
wUBy2W1iKpo,0.1244046315789473,"Samsung Galaxy S21 Impressions: New Year, New Price!"
1TCuf_Qcfv8,0.19725,"15"" MacBook Air M2 Review: The Obvious Thing!"
T-UhbAcZd3I,0.3197592631578947,iPad Mini 2021 Review: Pocketable Power!
6E9cdgMvQT0,0.2067832105263158,Nothing Ear(1) Review: Transparent Buds!
UsD87v8F914,0.218272947368421,Google Pixel 6A Review: Can You Feel It?
I65jo06QinI,0.1881571578947368,Sony WH1000XM3 Review: A New ANC King!
pwHNannxolo,0.3424500526315789,iPad Air M1 Review: Don't Choose Wrong!
DFgYGBtJLnI,0.1475905789473684,The iPad's Odd New Feature
zHAB4qDsgKY,0.3793885789473684,Why Everyone is Copying AirPods: Explained!
CkoquiSnqbk,0.1879186315789473,Ford F150 Lightning is the iPhone of Pickup Trucks!
OoY7zp8GkLI,0.4951014736842105,iPhone 11 Review: Too Easy!
d7y9z7pjCRM,0.1877561052631579,The Hyundai IONIQ 5: I Get It Now!
kvN5_GXlg2Y,0.1717508421052631,Apple's Forbidden Words
QZgIArBFmmE,0.169706947368421,Samsung Galaxy Buds Plus: The Go-To!
koPg_DZUfOc,0.3105602631578947,2020 MacBook Air Impressions: A Clean Refresh!
VaSstf9VJGQ,0.2860307368421053,Windows 11 Reactions: It Runs Android Apps! (Kinda)
Btr8uOU0BkI,0.1104634736842105,The Problem with Phone Cases!
y5DyEYuvF3o,0.1284867894736842,Audio Technica ATH-M50X Review!
dPL1-8ypnEs,0.138723947368421,Apple Watch Review!
4SHlY9AoXzc,0.1206937894736842,OnePlus 10T Impressions: Somebody That You Used to Know
ldadR6XqiWE,0.1796712105263158,Galaxy S22 Ultra Impressions: It's a Note!
ygMHYJEtk2c,0.0447275263157894,Nest Cam IQ: Security Camera + 4k Sensor?
gkmzDwgvqQM,0.1663164210526315,This Smartphone is Built Different...
bInJjmH31Hk,0.3156978947368421,Sony WH-1000XM4 Review: The Final Form!
HN-WH7C4K0Q,0.2107524736842105,Here's the Thing about the M3 Macbook Air...
cG8PXdTlDag,0.3916155263157895,AirPods Pro Review: Imperfectly Perfect!
wGKb3oUo8go,0.2233017894736842,"Why iPhone's Features are Always ""Late"""
dP5Au3tH448,0.1658242105263158,Talking Tech with Kobe Bryant!
LRJPk9BmJY4,0.1695121578947368,Google Pixel 7A Review: New Price!
zhoTX0RRXPQ,0.336758947368421,The Galaxy S23 Ultra is Better Than You Think!
Kl0E8p2IBmw,0.2480602105263158,"The 2020 13"" MacBook Pro Impressions: Wait a Minute!"
I49VNQ6lmKk,0.1924758947368421,Some Quick Advice from Barack Obama!
LcI6F_GPwfE,0.2534734736842105,AirPods 3 Review: Easy Mode!
DAxj9CjczXw,0.1710715263157894,Bose QC35: Best Noise Cancelling Headphones?
-T0MGehwWvE,0.3213798947368421,M4 iPad Pro Impressions: Well This is Awkward
MiTG1ride7s,0.1613573157894736,I Gave the Pixel Another Chance...
NE5H5intsck,0.2544171052631579,Google Pixel 7/Pro Review: Hard Problems? Software Answers!
PHcDrXeyguM,0.2036527894736842,5 Weird iPad Pro (M4) Decisions
